,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,unclaimed_listing,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,price,description,user_review,Unnamed: 0.1,Unnamed: 0
0,2,Humm,ChIJFfxf0nDzT0YRYqq_NUcnM5o,0x464ff370d25ffc15:0x9a33274735bfaa62,11111267892451060322,https://serpapi.com/search.json?data_id=0x464ff370d25ffc15%3A0x9a33274735bfaa62&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370d25ffc15%3A0x9a33274735bfaa62&engine=google_maps_photos&hl=sv,"{'latitude': 57.6996702, 'longitude': 11.980120699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370d25ffc15%3A0x9a33274735bfaa62%218m2%213d57.6996702%214d11.980120699999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,764.0,,Europeisk restaurang,"Södra Vägen 2, 412 54 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '16–22', 'lördag': '13–22', 'söndag': '15–21', 'måndag': '16–22', 'tisdag': '16–22', 'onsdag': '16–22', 'torsdag': '16–22'}",+46 31 13 22 35,http://www.restauranghumm.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipOCmObm08QVvoYqij2EfiLXSEWicqUQCc4_wnfO=w122-h92-k-no,$$,,,,
1,3,Sjöbaren Lorensberg,ChIJzWRQ4XDzT0YRvo61EbyECIM,0x464ff370e15064cd:0x830884bc11b58ebe,9441942562068074174,https://serpapi.com/search.json?data_id=0x464ff370e15064cd%3A0x830884bc11b58ebe&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370e15064cd%3A0x830884bc11b58ebe&engine=google_maps_photos&hl=sv,"{'latitude': 57.6998076, 'longitude': 11.9774291}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370e15064cd%3A0x830884bc11b58ebe%218m2%213d57.6998076%214d11.9774291&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,752.0,,Fisk- och skaldjursrestaurang,"Lorensbergsgatan 14, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11–00', 'lördag': '16–00', 'söndag': 'Stängt', 'måndag': '11–15', 'tisdag': '11–23', 'onsdag': '11–23', 'torsdag': '11–23'}",+46 31 711 97 80,http://www.sjobaren.se/lorensberg/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOt2PUAKjvGc6qLWpPG-xqU02HeDmMac_wWN0oT=w80-h142-k-no,$$,,,,
2,4,Yozakura - Sushi restaurang Göteborg,ChIJad4LybjzT0YRLOajNUIiKWE,0x464ff3b8c90bde69:0x6129224235a3e62c,7001164763487266348,https://serpapi.com/search.json?data_id=0x464ff3b8c90bde69%3A0x6129224235a3e62c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3b8c90bde69%3A0x6129224235a3e62c&engine=google_maps_photos&hl=sv,"{'latitude': 57.700528399999996, 'longitude': 11.9771285}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3b8c90bde69%3A0x6129224235a3e62c%218m2%213d57.700528399999996%214d11.9771285&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.2,31.0,True,Restaurang,"Kristinelundsgatan 18, 411 35 Göteborg, Sverige",Stängt ⋅ Öppnar lör kl. 12,Stängt ⋅ Öppnar lör kl. 12,"{'fredag': '11–19', 'lördag': '12–16', 'söndag': 'Stängt', 'måndag': '11–19', 'tisdag': '11–19', 'onsdag': '11–19', 'torsdag': '11–19'}",+46 31 778 18 23,https://www.ubereats.com/se/gothenburg/food-delivery/yozakura/SG5thWCPQj-d_MbjRzyzXg?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipO6x2T8VLzHxoEUVT2FYZQ5J0mmN2pvg8K4Gx03=w122-h92-k-no,,,,,
3,5,Kometen,ChIJJfiQaXDzT0YRmo7adbWcfUE,0x464ff3706990f825:0x417d9cb575da8e9a,4719100287734419098,https://serpapi.com/search.json?data_id=0x464ff3706990f825%3A0x417d9cb575da8e9a&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3706990f825%3A0x417d9cb575da8e9a&engine=google_maps_photos&hl=sv,"{'latitude': 57.701141199999995, 'longitude': 11.975101299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3706990f825%3A0x417d9cb575da8e9a%218m2%213d57.701141199999995%214d11.975101299999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.2,1207.0,,Svensk restaurang,"Vasagatan 58, 411 37 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11:30–23', 'lördag': '12–23', 'söndag': '13–20', 'måndag': '11:30–22', 'tisdag': '11:30–22', 'onsdag': '11:30–22', 'torsdag': '11:30–22'}",+46 31 13 79 88,http://www.restaurangkometen.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOOL9T4i8VuLsb28QF-B4xXThmFLbPEF3f3MKi6=w163-h92-k-no,$$$,,,,
4,6,Dinner 22,ChIJ7f715HbzT0YRH13XJf-cW-0,0x464ff376e4f5feed:0xed5b9cff25d75d1f,17103436629535055135,https://serpapi.com/search.json?data_id=0x464ff376e4f5feed%3A0xed5b9cff25d75d1f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376e4f5feed%3A0xed5b9cff25d75d1f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6983009, 'longitude': 11.9828507}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376e4f5feed%3A0xed5b9cff25d75d1f%218m2%213d57.6983009%214d11.9828507&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,683.0,,Restaurang,"Södra Vägen 22, 412 54 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '17–23', 'lördag': '17–23', 'söndag': '17–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 81 10 55,https://www.dinner22.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP5Yf-fnIOhq8PoRbvnBPJVg6-eywil87mGr-kO=w122-h92-k-no,$$,,,,
5,7,HOZE Sushiya,ChIJR7F1pEjzT0YRznkKjg78oFE,0x464ff348a475b147:0x51a0fc0e8e0a79ce,5881978252788660686,https://serpapi.com/search.json?data_id=0x464ff348a475b147%3A0x51a0fc0e8e0a79ce&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff348a475b147%3A0x51a0fc0e8e0a79ce&engine=google_maps_photos&hl=sv,"{'latitude': 57.699405, 'longitude': 11.9350685}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff348a475b147%3A0x51a0fc0e8e0a79ce%218m2%213d57.699405%214d11.9350685&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.6,93.0,,Sushirestaurang,"Stigbergsliden 17, 414 63 Göteborg, Sverige",Öppet ⋅ Stänger 20:30,Öppet ⋅ Stänger 20:30,"{'fredag': '18–20:30', 'lördag': '18–20:30', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '18–20:30', 'torsdag': '18–20:30'}",,http://hozerestaurant.com/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNHNh2VmuGh8OIV7uFcqA0TSnL6vC0Bm5skFSwV=w122-h92-k-no,,,,,
6,8,Deg,ChIJX2lCv7HzT0YRDAHplnN7hr8,0x464ff3b1bf42695f:0xbf867b7396e9010c,13800853844506771724,https://serpapi.com/search.json?data_id=0x464ff3b1bf42695f%3A0xbf867b7396e9010c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3b1bf42695f%3A0xbf867b7396e9010c&engine=google_maps_photos&hl=sv,"{'latitude': 57.705486099999995, 'longitude': 11.9666214}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3b1bf42695f%3A0xbf867b7396e9010c%218m2%213d57.705486099999995%214d11.9666214&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,324.0,,Restaurang,"Drottninggatan 29, 411 14 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 788 13 70,http://www.deggoteborg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNkSHo4Ohx32E33xpqPs_klK_bMyf_uqjwSZANa=w163-h92-k-no,$$,,,,
7,9,meet,ChIJkWFDQXHzT0YREVITPVDaaQY,0x464ff37141436191:0x669da503d135211,462140474939101713,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_photos&hl=sv,"{'latitude': 57.6975403, 'longitude': 11.977685}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37141436191%3A0x669da503d135211%218m2%213d57.6975403%214d11.977685&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,664.0,True,"Kötträtter, restaurang","Geijersgatan 12, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '17–01', 'lördag': '17–01', 'söndag': 'Stängt', 'måndag': '17–23:30', 'tisdag': '17–23:30', 'onsdag': '17–23:30', 'torsdag': '17–23:30'}",+46 31 18 05 50,http://www.restaurangmeet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMp2xi-kOCZBMU82wYxFHlkzvtGO12UA1XIvkE=w122-h92-k-no,$$$,,,,
8,10,Botánico,ChIJf2S9zyDzT0YR8qblk1xWCdQ,0x464ff320cfbd647f:0xd409565c93e5a6f2,15278838166449399538,https://serpapi.com/search.json?data_id=0x464ff320cfbd647f%3A0xd409565c93e5a6f2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff320cfbd647f%3A0xd409565c93e5a6f2&engine=google_maps_photos&hl=sv,"{'latitude': 57.6962057, 'longitude': 11.9707785}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff320cfbd647f%3A0xd409565c93e5a6f2%218m2%213d57.6962057%214d11.9707785&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.2,208.0,,Restaurang,"Aschebergsgatan 23, 411 27 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '16–01', 'lördag': '16–01', 'söndag': '17–00', 'måndag': 'Stängt', 'tisdag': '17–00', 'onsdag': '17–00', 'torsdag': '17–00'}",+46 31 15 14 48,http://www.botanico.se/,"{'servering': True, 'avhämtning': False, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOFai0Ubr3-T04bcm_iV8Gpu0RRcswn7PyNVPWx=w122-h92-k-no,,,,,
9,11,Crowbar,ChIJz80jym_zT0YRkLk97binB78,0x464ff36fca23cdcf:0xbf07a7b8ed3db990,13765155198777276816,https://serpapi.com/search.json?data_id=0x464ff36fca23cdcf%3A0xbf07a7b8ed3db990&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36fca23cdcf%3A0xbf07a7b8ed3db990&engine=google_maps_photos&hl=sv,"{'latitude': 57.7003625, 'longitude': 11.9697259}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36fca23cdcf%3A0xbf07a7b8ed3db990%218m2%213d57.7003625%214d11.9697259&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.8,214.0,,Restaurang,"Storgatan 20, 411 38 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'fredag': '17–02', 'lördag': '17–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 72 392 16 86,http://www.crowbar.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipP64N9fNKBtz07KQTt2-mO10rDxTttveHpY4N2Z=w80-h142-k-no,$$,,,,
10,12,Upper House Dining,ChIJc_HthZ3zT0YRgpv9a724728,0x464ff39d85edf173:0x6fefb8bd6bfd9b82,8065868581343959938,https://serpapi.com/search.json?data_id=0x464ff39d85edf173%3A0x6fefb8bd6bfd9b82&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39d85edf173%3A0x6fefb8bd6bfd9b82&engine=google_maps_photos&hl=sv,"{'latitude': 57.6975048, 'longitude': 11.9895011}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39d85edf173%3A0x6fefb8bd6bfd9b82%218m2%213d57.6975048%214d11.9895011&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,40.0,True,Exklusiv restaurang,"Mässans gata 24, 412 51 Göteborg, Sverige",Öppet ⋅ Stänger 02,Öppet ⋅ Stänger 02,"{'fredag': '12–02', 'lördag': '12–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '18–23', 'torsdag': '18–23'}",+46 31 708 82 00,https://upperhouse.se/start/dining/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNs9n7kMMyvp4I8pnK11yj0N-N9cVahv0Hv-JEu=w122-h92-k-no,,,,,
11,13,Restaurang Riccardo Cibo E Vino,ChIJxUCHTxjzT0YRWBbULXcfQD8,0x464ff3184f8740c5:0x3f401f772dd41658,4557677419629385304,https://serpapi.com/search.json?data_id=0x464ff3184f8740c5%3A0x3f401f772dd41658&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3184f8740c5%3A0x3f401f772dd41658&engine=google_maps_photos&hl=sv,"{'latitude': 57.699049099999996, 'longitude': 11.972686699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3184f8740c5%3A0x3f401f772dd41658%218m2%213d57.699049099999996%214d11.972686699999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,131.0,,Restaurang,"Götabergsgatan 20, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '17–23', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22', 'onsdag': '17–22', 'torsdag': '17–22'}",+46 73 993 31 67,https://www.riccardo.one/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipMlh1o3OAekHKlNkeu5fKx9amQTMBwr6peu8wpO=w122-h92-k-no,,,,,
12,14,Stockyard Burger Joint,ChIJsVTFD3DzT0YRH5WMvE6q5kQ,0x464ff3700fc554b1:0x44e6aa4ebc8c951f,4964842894370051359,https://serpapi.com/search.json?data_id=0x464ff3700fc554b1%3A0x44e6aa4ebc8c951f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3700fc554b1%3A0x44e6aa4ebc8c951f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7017927, 'longitude': 11.973887999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3700fc554b1%3A0x44e6aa4ebc8c951f%218m2%213d57.7017927%214d11.973887999999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.3,1060.0,,Hamburgerrestaurang,"Storgatan 51, 411 38 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 797 04 11,https://thestockyard.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOiYloNuKsS--lbfqmXIHgdmcN4AqKhZU5ofB4j=w122-h92-k-no,$$,Trivsam amerikansk restaurang. Informell restaurang med tegelväggar och trivsam atmosfär där det serveras klassisk amerikansk mat.,,,
13,15,CC Casino Restaurang AB,ChIJAQAAUGfzT0YR-vbnEeRZQ5Q,0x464ff36750000001:0x944359e411e7f6fa,10683481577140778746,https://serpapi.com/search.json?data_id=0x464ff36750000001%3A0x944359e411e7f6fa&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36750000001%3A0x944359e411e7f6fa&engine=google_maps_photos&hl=sv,"{'latitude': 57.708960299999994, 'longitude': 11.9591719}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36750000001%3A0x944359e411e7f6fa%218m2%213d57.708960299999994%214d11.9591719&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,,,True,Restaurang,"411 13 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '12–23', 'lördag': '12–23', 'söndag': '13–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 10 120 55 00,,{'servering': True},,,,,,
14,16,Toso,ChIJqSVTsXbzT0YRZ6ta85ZDi4w,0x464ff376b15325a9:0x8c8b4396f35aab67,10127262502679653223,https://serpapi.com/search.json?data_id=0x464ff376b15325a9%3A0x8c8b4396f35aab67&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376b15325a9%3A0x8c8b4396f35aab67&engine=google_maps_photos&hl=sv,"{'latitude': 57.697040599999994, 'longitude': 11.9808167}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376b15325a9%3A0x8c8b4396f35aab67%218m2%213d57.697040599999994%214d11.9808167&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,1348.0,,Asiatisk fusionrestaurang,"Götaplatsen, 412 56 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '17–01', 'lördag': '14–01', 'söndag': '17–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–01'}",+46 31 787 98 00,http://www.toso.nu/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOcNeKwoTknRmfY7ehy3jZgsICA2aY7ffMBeZxB=w122-h92-k-no,$$$,,,,
15,17,Beebar Restaurang AB,ChIJq6qqfhXzT0YRkVNHMKpLX7Y,0x464ff3157eaaaaab:0xb65f4baa30475391,13141305432016901009,https://serpapi.com/search.json?data_id=0x464ff3157eaaaaab%3A0xb65f4baa30475391&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3157eaaaaab%3A0xb65f4baa30475391&engine=google_maps_photos&hl=sv,"{'latitude': 57.703758199999996, 'longitude': 11.9679343}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3157eaaaaab%3A0xb65f4baa30475391%218m2%213d57.703758199999996%214d11.9679343&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.7,21.0,True,Restaurang,"413 10 Göteborg, Sverige",,,,+46 31 13 38 39,https://www.storasaluhallen.se/handlare/bee-bar/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP___Zqce6P5P5EswVAhhf0PeSbb-pxHwqDkgAr=w80-h106-k-no,,,,,
16,18,Project,ChIJyQ4a73bzT0YRTeSmWq6ijeA,0x464ff376ef1a0ec9:0xe08da2ae5aa6e44d,16180767905940956237,https://serpapi.com/search.json?data_id=0x464ff376ef1a0ec9%3A0xe08da2ae5aa6e44d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376ef1a0ec9%3A0xe08da2ae5aa6e44d&engine=google_maps_photos&hl=sv,"{'latitude': 57.697952799999996, 'longitude': 11.982555999999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376ef1a0ec9%3A0xe08da2ae5aa6e44d%218m2%213d57.697952799999996%214d11.982555999999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,182.0,,Restaurang,"Södra Vägen 45, 412 54 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–00', 'onsdag': '17–00', 'torsdag': '17–00'}",+46 31 18 18 58,http://www.projectgbg.com/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOuVuVdLAezAf97kRJrvhxxMfgdARADX3wBXRE=w138-h92-k-no,,,,,
17,19,Buenos Aires,ChIJo9GvHXDzT0YRJPYci7Udn88,0x464ff3701dafd1a3:0xcf9f1db58b1cf624,14960709152708294180,https://serpapi.com/search.json?data_id=0x464ff3701dafd1a3%3A0xcf9f1db58b1cf624&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701dafd1a3%3A0xcf9f1db58b1cf624&engine=google_maps_photos&hl=sv,"{'latitude': 57.6989905, 'longitude': 11.9841374}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701dafd1a3%3A0xcf9f1db58b1cf624%218m2%213d57.6989905%214d11.9841374&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,1004.0,True,Argentinsk restaurang,"Berzeliigatan 19, 412 53 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11:30–14:30', 'lördag': '16–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '11:30–14:30', 'onsdag': '11:30–14:30', 'torsdag': '11:30–14:30'}",+46 31 381 09 20,https://www.buenosairesgbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipO0cpyNH7J5Za7jRfl6bf7OjCJvYTggBgnUZiaP=w163-h92-k-no,$$$,,,,
18,20,cheri-lee,ChIJj5m9sb_zT0YR4IwTgtoafb4,0x464ff3bfb1bd998f:0xbe7d1ada82138ce0,13726156765082651872,https://serpapi.com/search.json?data_id=0x464ff3bfb1bd998f%3A0xbe7d1ada82138ce0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3bfb1bd998f%3A0xbe7d1ada82138ce0&engine=google_maps_photos&hl=sv,"{'latitude': 57.7015423, 'longitude': 11.9740263}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3bfb1bd998f%3A0xbe7d1ada82138ce0%218m2%213d57.7015423%214d11.9740263&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.2,198.0,,Restaurang,"Kungsportsavenyen 8, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '17–01', 'lördag': '12–02', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–00', 'torsdag': '17–01'}",+46 31 10 58 30,http://www.cheri-lee.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMSov_ZrVE-sDNfjafeXvZiH-DKByGpRC7kEwiP=w80-h106-k-no,,,,,
19,21,Kobe Sushi Bar,ChIJI9aZ5mfzT0YRZ0Ge5pxbguA,0x464ff367e699d623:0xe0825b9ce69e4167,16177593540910399847,https://serpapi.com/search.json?data_id=0x464ff367e699d623%3A0xe0825b9ce69e4167&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff367e699d623%3A0xe0825b9ce69e4167&engine=google_maps_photos&hl=sv,"{'latitude': 57.7045574, 'longitude': 11.9576978}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff367e699d623%3A0xe0825b9ce69e4167%218m2%213d57.7045574%214d11.9576978&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.8,271.0,,Sushirestaurang,"Stora Badhusgatan 14, 411 21 Göteborg, Sverige",Stänger snart ⋅ 20 ⋅ Öppnar kl. 15 på lör,Stänger snart ⋅ 20 ⋅ Öppnar kl. 15 på lör,"{'fredag': '11–20', 'lördag': '15–20', 'söndag': 'Stängt', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20', 'torsdag': '11–20'}",+46 31 13 36 30,http://www.kobesushi.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPDe76Z4WhYCGqg5CS5CqbVFIjkW3EiuZap4D7B=w163-h92-k-no,,,,,
0,2,Tildas Restaurang,ChIJbcm8Dqf0T0YRb1RSDcEDLMc,0x464ff4a70ebcc96d:0xc72c03c10d52546f,14351850240209998959,https://serpapi.com/search.json?data_id=0x464ff4a70ebcc96d%3A0xc72c03c10d52546f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a70ebcc96d%3A0xc72c03c10d52546f&engine=google_maps_photos&hl=sv,"{'latitude': 57.718199299999995, 'longitude': 11.949678599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a70ebcc96d%3A0xc72c03c10d52546f%218m2%213d57.718199299999995%214d11.949678599999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,1315.0,,Restaurang,"Herkulesgatan 7, 417 01 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11–00', 'lördag': '11–00', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 22 15 08,https://www.tildasrestaurang.com/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP_HdiNDs7Zj-LwjWMwLjFvGrrjMVvhjiBu9FGb=w163-h92-k-no,$$,,,,
